[2024-12-04 11:09:30,312] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
2024-12-04 11:09:38 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | args: Namespace(host='0.0.0.0', port=20003, worker_address='auto', controller_address='http://SH-IDCA1404-10-140-54-5:20001', model_path='/mnt/petrelfs/songmingyang/songmingyang/model/tool-augment/groundingdino/groundingdino_swint_ogc.pth', model_config='/mnt/petrelfs/songmingyang/code/reasoning/tool-agent/LLaVA-Plus-Codebase/dependencies/GroundingDINO/groundingdino/config/GroundingDINO_SwinT_OGC.py', model_names=['grounding_dino'], device='cuda', limit_model_concurrency=5, stream_interval=2, no_register=False)
2024-12-04 13:45:27 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:46:12 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:46:57 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:47:42 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:48:27 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:49:12 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:49:57 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:50:42 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:51:27 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:52:12 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:52:57 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:53:42 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:54:27 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:55:12 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:55:57 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:56:42 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:57:27 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:58:13 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:58:58 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 13:59:43 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:00:28 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:01:13 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:01:58 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:02:43 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:03:28 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:04:13 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:04:58 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:05:43 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:06:28 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:07:13 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:07:58 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:08:43 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:09:28 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:10:13 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:10:58 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:11:43 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:12:28 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:13:13 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:13:58 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:14:44 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:15:29 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:16:14 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:16:59 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:17:44 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:18:29 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:19:14 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:19:59 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:20:44 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:21:29 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
2024-12-04 14:22:14 | INFO | /mnt/petrelfs/songmingyang/anaconda3/envs/tool_server/lib/python3.10/os.py | Send heart beat. Models: ['grounding_dino']. Semaphore: Semaphore(value=5, locked=False). global_counter: 3. worker_id: df687c. 
